ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,CreditHistory,Dependents,Education,EmploymentType,PropertyArea,MaritalStatus,Loan_Status
109715,36169,464542,300,1,1,Not Graduate,Self Employed,Urban,Married,1
21644,46404,185669,36,0,0,Graduate,Self Employed,Rural,Married,0
116154,19569,152840,36,1,0,Graduate,Salaried,Urban,Married,1
58469,54437,211860,300,1,2,Graduate,Salaried,Semiurban,Single,1
121609,48506,99477,84,1,1,Not Graduate,Self Employed,Semiurban,Single,1
80206,25738,158261,180,1,0,Not Graduate,Salaried,Semiurban,Married,1
111462,6772,152466,300,1,2,Not Graduate,Self Employed,Semiurban,Single,1
98178,19731,345215,84,0,0,Not Graduate,Self Employed,Rural,Married,0
101724,10131,120560,60,1,1,Graduate,Self Employed,Rural,Single,1
111393,66324,305392,84,0,3+,Graduate,Salaried,Urban,Single,0
142314,54097,311278,60,1,0,Graduate,Salaried,Urban,Single,1
91312,2889,474986,12,1,1,Graduate,Self Employed,Rural,Married,1
90324,9569,388906,60,1,0,Not Graduate,Self Employed,Semiurban,Married,1
86196,75677,216471,60,1,3+,Not Graduate,Self Employed,Urban,Single,1
85014,77470,294413,84,0,3+,Not Graduate,Self Employed,Rural,Single,1
48340,7612,238511,180,1,0,Not Graduate,Salaried,Urban,Single,1
54850,51644,487631,12,1,2,Graduate,Self Employed,Rural,Single,1
128711,32069,455785,120,0,0,Not Graduate,Self Employed,Semiurban,Married,0
26094,27331,52369,120,1,1,Not Graduate,Self Employed,Rural,Married,1
102959,55897,422107,180,1,2,Not Graduate,Salaried,Urban,Single,1
20741,13934,278629,120,1,1,Graduate,Self Employed,Rural,Married,0
126585,10095,312672,12,1,1,Graduate,Self Employed,Urban,Single,1
137564,18706,158806,36,0,2,Graduate,Self Employed,Urban,Married,1
83798,43516,211386,12,1,3+,Not Graduate,Self Employed,Urban,Single,1
131026,34629,152979,84,1,1,Graduate,Self Employed,Semiurban,Married,1
125130,46910,461263,300,0,0,Graduate,Salaried,Semiurban,Single,0
37164,20431,331892,240,1,3+,Graduate,Salaried,Rural,Married,1
45257,56733,85109,60,0,3+,Graduate,Salaried,Rural,Single,1
110989,40088,63919,60,1,2,Graduate,Self Employed,Urban,Married,1
67691,44135,359642,300,0,0,Graduate,Self Employed,Semiurban,Single,0
94768,38015,367952,84,1,0,Not Graduate,Salaried,Rural,Single,1
29026,31385,261864,84,1,3+,Not Graduate,Self Employed,Rural,Married,1
45908,70199,120441,240,1,1,Graduate,Salaried,Semiurban,Married,1
34610,38677,425987,240,0,1,Not Graduate,Self Employed,Urban,Married,0
78185,12818,386564,60,1,0,Graduate,Salaried,Rural,Single,1
87567,63001,472122,240,1,3+,Not Graduate,Salaried,Urban,Single,1
51182,23977,419591,240,1,3+,Graduate,Self Employed,Semiurban,Single,1
131136,49832,116896,240,1,3+,Not Graduate,Self Employed,Semiurban,Married,1
146642,40931,153431,300,1,2,Graduate,Salaried,Rural,Single,1
34288,78894,465162,180,1,0,Graduate,Salaried,Rural,Married,1
93824,72204,97020,36,0,0,Not Graduate,Self Employed,Semiurban,Single,1
99425,45784,255338,240,1,1,Graduate,Salaried,Urban,Single,1
15917,9921,334305,36,0,1,Not Graduate,Self Employed,Urban,Single,0
90602,34959,77738,36,1,0,Graduate,Salaried,Semiurban,Married,1
79575,32328,184997,84,0,0,Graduate,Self Employed,Rural,Single,1
87518,8859,451679,240,1,1,Graduate,Self Employed,Semiurban,Single,1
54104,74408,107153,60,1,0,Graduate,Self Employed,Rural,Married,1
31999,26708,264020,180,0,1,Not Graduate,Salaried,Urban,Single,0
76169,18847,111009,60,1,0,Not Graduate,Self Employed,Rural,Married,1
144744,55989,400082,240,1,2,Not Graduate,Self Employed,Urban,Single,1
125684,4922,411690,60,0,2,Not Graduate,Self Employed,Semiurban,Single,0
74821,69928,222624,240,1,3+,Not Graduate,Salaried,Rural,Married,1
27192,52335,368415,180,1,0,Graduate,Self Employed,Urban,Single,1
89102,13541,321941,12,1,1,Graduate,Self Employed,Rural,Married,1
129894,19551,398274,180,1,0,Not Graduate,Self Employed,Urban,Married,1
101795,19381,121942,300,1,0,Graduate,Self Employed,Urban,Single,1
81677,55673,168065,12,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
149327,22948,326109,120,1,1,Graduate,Salaried,Semiurban,Single,1
117412,59072,325877,12,1,0,Not Graduate,Self Employed,Rural,Single,1
34404,67560,496439,36,1,1,Graduate,Self Employed,Urban,Single,1
131545,2486,439326,300,1,0,Graduate,Salaried,Semiurban,Married,1
38989,66691,207998,36,1,3+,Not Graduate,Salaried,Rural,Married,1
123106,10082,209855,300,1,1,Graduate,Salaried,Semiurban,Married,1
39519,7086,133360,180,0,0,Not Graduate,Salaried,Rural,Married,0
37439,67853,217466,36,0,2,Graduate,Self Employed,Semiurban,Married,0
133570,70027,420522,36,1,1,Not Graduate,Salaried,Semiurban,Single,1
29995,15916,245868,120,0,3+,Graduate,Self Employed,Urban,Married,0
38559,15248,340431,36,1,2,Not Graduate,Salaried,Urban,Married,0
104049,68047,132104,84,0,1,Graduate,Salaried,Semiurban,Single,1
113000,24226,211508,84,0,1,Graduate,Self Employed,Urban,Single,1
54350,25025,399060,84,0,1,Not Graduate,Salaried,Semiurban,Single,1
40517,48380,271404,12,1,1,Not Graduate,Salaried,Rural,Single,1
104132,7848,315332,180,0,0,Not Graduate,Self Employed,Semiurban,Married,0
74546,14274,141205,180,1,0,Not Graduate,Salaried,Semiurban,Single,1
120686,54545,282321,60,1,1,Graduate,Salaried,Rural,Married,1
103151,35233,409493,120,1,3+,Graduate,Salaried,Rural,Single,1
18327,16304,187837,84,1,0,Graduate,Self Employed,Urban,Single,1
135318,11294,494842,84,1,1,Graduate,Self Employed,Rural,Married,1
130945,26425,269779,36,1,1,Graduate,Self Employed,Urban,Married,1
61830,68711,191879,84,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
67446,9425,60204,36,1,3+,Not Graduate,Self Employed,Rural,Married,1
84341,44990,273674,36,1,3+,Not Graduate,Salaried,Semiurban,Single,1
46085,73746,239016,60,1,2,Not Graduate,Self Employed,Urban,Single,1
70571,68295,354264,12,1,1,Not Graduate,Salaried,Rural,Married,1
143308,16091,152903,36,1,3+,Graduate,Self Employed,Urban,Married,1
20750,2,465874,36,1,1,Graduate,Salaried,Urban,Married,0
128931,50411,349225,180,0,0,Not Graduate,Self Employed,Rural,Single,1
93768,40958,306687,60,1,1,Not Graduate,Self Employed,Rural,Married,1
50903,20707,84986,36,1,1,Not Graduate,Salaried,Urban,Married,1
106036,15248,391466,120,1,2,Graduate,Salaried,Rural,Single,1
102954,71309,406963,12,1,0,Not Graduate,Salaried,Urban,Married,1
98014,78322,442159,300,1,0,Not Graduate,Salaried,Semiurban,Married,1
132305,51720,100304,120,1,2,Not Graduate,Self Employed,Semiurban,Married,1
47101,15037,377736,84,1,3+,Graduate,Salaried,Rural,Married,1
17775,67421,370692,12,1,3+,Not Graduate,Salaried,Rural,Single,1
126497,40612,410591,84,1,1,Graduate,Self Employed,Semiurban,Married,1
60619,13450,89986,180,1,2,Not Graduate,Salaried,Urban,Single,1
72124,9491,386239,240,1,3+,Not Graduate,Salaried,Urban,Single,1
80149,74804,141594,240,0,0,Graduate,Salaried,Urban,Married,1
41616,6791,400425,240,1,2,Graduate,Self Employed,Rural,Single,1
76799,28314,116151,36,1,3+,Not Graduate,Salaried,Urban,Married,1
105221,51883,385742,60,1,0,Not Graduate,Self Employed,Rural,Single,1
129879,65629,340358,120,1,2,Graduate,Salaried,Rural,Married,1
40479,9967,350889,84,0,1,Graduate,Self Employed,Rural,Single,0
114165,43220,223620,36,1,1,Not Graduate,Self Employed,Semiurban,Single,1
70863,74163,191753,240,1,0,Graduate,Salaried,Urban,Single,1
97569,4947,188056,120,1,3+,Graduate,Salaried,Rural,Single,1
31351,39419,208651,120,0,3+,Not Graduate,Salaried,Urban,Single,0
59825,56131,402954,180,0,2,Not Graduate,Salaried,Semiurban,Single,0
26349,28876,284347,180,0,0,Not Graduate,Salaried,Urban,Married,0
59254,19971,236005,240,1,3+,Graduate,Salaried,Semiurban,Single,1
53225,62539,470615,84,1,1,Not Graduate,Self Employed,Rural,Married,1
27453,49228,212553,240,0,0,Not Graduate,Self Employed,Rural,Single,0
92694,74495,50944,240,0,1,Graduate,Salaried,Semiurban,Married,1
30735,28261,143993,36,1,0,Not Graduate,Self Employed,Rural,Single,1
62893,61260,321258,60,1,2,Graduate,Salaried,Urban,Single,1
142006,3346,351990,240,1,3+,Graduate,Salaried,Urban,Single,1
60066,56176,264738,84,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
149445,52300,258920,120,1,3+,Not Graduate,Salaried,Urban,Single,1
25692,11340,306805,120,1,1,Graduate,Self Employed,Rural,Single,0
60541,33012,344740,300,1,3+,Not Graduate,Salaried,Rural,Single,1
81983,35393,154087,12,1,0,Graduate,Self Employed,Rural,Single,1
135747,75133,319051,240,0,1,Graduate,Salaried,Urban,Married,0
100103,25557,305035,300,0,2,Not Graduate,Self Employed,Rural,Married,0
40566,64204,209186,300,0,1,Not Graduate,Self Employed,Urban,Single,1
88193,73273,337153,36,1,2,Graduate,Salaried,Semiurban,Married,1
136015,17276,396990,12,0,1,Graduate,Salaried,Rural,Single,0
145956,54639,362385,180,0,3+,Not Graduate,Self Employed,Semiurban,Married,0
85744,7310,216797,60,1,2,Graduate,Salaried,Urban,Single,1
48455,35167,331140,84,1,3+,Graduate,Salaried,Urban,Married,1
69219,10391,449263,240,0,1,Graduate,Salaried,Semiurban,Married,0
60991,50621,340911,120,1,2,Not Graduate,Salaried,Rural,Single,1
88616,10892,328491,36,0,0,Graduate,Salaried,Rural,Married,0
102438,76733,152063,120,1,0,Graduate,Salaried,Rural,Single,1
131841,78586,74102,240,1,1,Not Graduate,Self Employed,Semiurban,Single,1
73870,36142,54263,180,1,2,Graduate,Self Employed,Urban,Married,1
101694,45679,420729,12,1,0,Graduate,Salaried,Semiurban,Single,1
58856,41615,117438,240,1,3+,Not Graduate,Self Employed,Urban,Married,1
116407,47553,146359,12,0,3+,Not Graduate,Salaried,Rural,Married,1
46379,79071,473756,84,1,1,Not Graduate,Self Employed,Rural,Married,1
79729,41002,180251,36,0,3+,Not Graduate,Salaried,Urban,Married,1
69353,70658,221915,180,1,3+,Not Graduate,Salaried,Rural,Married,1
29031,9852,77690,36,1,3+,Graduate,Salaried,Semiurban,Married,1
80982,5387,52994,84,1,0,Graduate,Self Employed,Urban,Single,1
51683,39994,153533,180,1,2,Not Graduate,Salaried,Rural,Married,1
129091,33725,117546,300,1,1,Graduate,Salaried,Rural,Married,1
132797,72682,450593,180,1,2,Not Graduate,Self Employed,Rural,Married,1
21587,560,390716,12,1,2,Graduate,Self Employed,Rural,Single,0
77790,56565,76467,12,0,2,Graduate,Salaried,Urban,Single,1
46480,1312,296590,12,1,0,Graduate,Self Employed,Urban,Single,1
38569,18205,181120,120,0,3+,Not Graduate,Self Employed,Rural,Married,0
26151,11595,218050,300,1,1,Not Graduate,Salaried,Semiurban,Married,1
59739,21329,359750,60,1,2,Not Graduate,Salaried,Semiurban,Married,1
47954,68187,410256,240,1,3+,Graduate,Salaried,Semiurban,Single,1
124373,75542,123414,12,1,0,Not Graduate,Salaried,Semiurban,Single,1
49700,35645,405289,60,1,2,Graduate,Self Employed,Urban,Single,1
138728,69619,230294,60,1,3+,Graduate,Salaried,Urban,Married,1
81788,33513,98115,36,1,0,Not Graduate,Salaried,Semiurban,Married,1
86045,8749,401750,84,1,3+,Graduate,Salaried,Urban,Single,1
142992,30783,90647,120,1,1,Graduate,Self Employed,Semiurban,Married,1
95059,60645,104607,60,1,3+,Graduate,Salaried,Rural,Single,1
16881,53175,71996,240,1,3+,Not Graduate,Salaried,Rural,Single,1
147702,62709,498137,120,1,1,Not Graduate,Salaried,Semiurban,Single,1
35789,17323,133697,36,1,1,Not Graduate,Self Employed,Urban,Married,1
141083,50762,358166,12,1,3+,Graduate,Salaried,Semiurban,Single,1
103059,64222,352292,180,1,1,Graduate,Salaried,Urban,Single,1
61151,34493,117764,60,1,3+,Not Graduate,Salaried,Rural,Married,1
124388,58328,404045,84,1,2,Graduate,Salaried,Urban,Married,1
18262,12213,402868,180,0,3+,Not Graduate,Self Employed,Semiurban,Single,0
81981,46930,436910,36,1,0,Not Graduate,Self Employed,Rural,Married,1
135951,27713,289190,120,1,1,Not Graduate,Salaried,Rural,Married,1
138099,72723,58888,240,1,2,Not Graduate,Self Employed,Urban,Married,1
96972,32583,269738,300,0,1,Graduate,Self Employed,Rural,Married,0
90485,79944,482375,12,1,1,Graduate,Salaried,Rural,Single,1
69722,22369,485413,120,1,1,Graduate,Salaried,Urban,Married,1
104499,47928,271432,84,1,0,Not Graduate,Self Employed,Rural,Single,1
21901,68950,411085,60,1,0,Graduate,Salaried,Semiurban,Married,1
132473,19510,467690,84,1,3+,Not Graduate,Salaried,Urban,Married,1
23597,12120,329477,120,1,0,Not Graduate,Salaried,Urban,Single,1
144631,5295,86355,120,1,1,Not Graduate,Salaried,Urban,Married,1
78909,20460,280487,180,1,2,Graduate,Self Employed,Urban,Married,1
87391,14963,179686,84,1,2,Not Graduate,Salaried,Semiurban,Single,1
78293,77116,212217,84,0,2,Graduate,Self Employed,Urban,Single,1
26874,27328,299602,84,1,1,Graduate,Salaried,Semiurban,Single,1
101402,21605,299434,12,1,0,Graduate,Salaried,Urban,Married,1
29079,44813,415314,240,1,2,Graduate,Self Employed,Urban,Married,1
87779,46371,387819,120,1,1,Graduate,Self Employed,Rural,Married,1
110408,47598,230926,36,1,1,Graduate,Self Employed,Rural,Single,1
135606,60776,117664,12,0,2,Graduate,Self Employed,Semiurban,Married,1
135062,72258,136153,12,0,2,Graduate,Salaried,Rural,Single,1
27100,40969,143616,12,1,3+,Not Graduate,Salaried,Urban,Single,1
72021,36912,347429,180,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
143126,38374,306349,300,1,1,Graduate,Salaried,Rural,Single,1
107446,72302,460749,240,1,3+,Graduate,Salaried,Urban,Single,1
44437,62784,475840,240,1,3+,Graduate,Salaried,Rural,Married,1
35862,49882,96996,36,1,2,Graduate,Self Employed,Rural,Single,1
26669,15928,359091,300,0,3+,Graduate,Self Employed,Rural,Single,0
136219,21274,471172,84,1,1,Not Graduate,Self Employed,Rural,Single,1
30916,34416,363174,180,1,2,Graduate,Self Employed,Urban,Single,1
25878,60998,354587,120,0,3+,Graduate,Self Employed,Rural,Married,0
17985,29047,178344,300,1,3+,Graduate,Self Employed,Semiurban,Married,1
56235,43356,279685,60,0,3+,Not Graduate,Self Employed,Semiurban,Married,1
33931,37134,377608,180,1,0,Not Graduate,Salaried,Rural,Single,1
107876,67042,178019,60,1,3+,Graduate,Salaried,Semiurban,Married,1
15336,51310,185024,120,1,3+,Not Graduate,Self Employed,Rural,Married,1
57933,12363,233273,36,1,1,Not Graduate,Salaried,Urban,Single,1
60536,44563,170454,240,1,3+,Not Graduate,Salaried,Urban,Single,1
84504,30628,174444,60,0,0,Not Graduate,Self Employed,Semiurban,Single,1
114214,69672,424319,12,1,2,Not Graduate,Salaried,Semiurban,Single,1
128936,46246,354604,180,1,3+,Not Graduate,Salaried,Rural,Single,1
31279,11161,203868,300,1,3+,Not Graduate,Self Employed,Rural,Married,1
118751,2810,212818,300,1,1,Not Graduate,Self Employed,Rural,Married,1
119433,59860,50015,60,1,3+,Graduate,Salaried,Urban,Married,1
86386,77199,361901,120,1,3+,Graduate,Self Employed,Rural,Married,1
101124,71688,207029,240,1,3+,Not Graduate,Self Employed,Urban,Married,1
120750,65548,131541,12,1,3+,Not Graduate,Salaried,Semiurban,Single,1
92485,62363,71292,300,1,2,Graduate,Self Employed,Urban,Married,1
89055,11162,434838,60,0,1,Graduate,Salaried,Semiurban,Married,0
106911,73535,212948,240,1,2,Not Graduate,Self Employed,Urban,Married,1
113618,7219,241799,120,0,0,Graduate,Salaried,Urban,Married,0
128892,70864,97046,36,1,3+,Not Graduate,Self Employed,Rural,Married,1
86128,3621,64817,120,1,0,Graduate,Salaried,Semiurban,Single,1
67495,44433,59759,36,1,2,Not Graduate,Self Employed,Urban,Single,1
97806,76850,229504,300,1,0,Graduate,Salaried,Urban,Married,1
108185,66188,318556,240,1,3+,Not Graduate,Self Employed,Semiurban,Single,1
64649,54951,332648,240,1,0,Graduate,Salaried,Urban,Married,1
110402,36558,420644,12,1,2,Graduate,Self Employed,Semiurban,Married,1
45676,15659,320651,120,0,3+,Not Graduate,Salaried,Semiurban,Single,0
79093,34413,71050,84,1,1,Not Graduate,Salaried,Semiurban,Single,1
94414,10435,448036,300,1,2,Graduate,Self Employed,Urban,Single,1
108095,53911,451051,180,1,3+,Graduate,Self Employed,Urban,Married,1
87307,28067,150153,84,1,1,Not Graduate,Salaried,Rural,Married,1
110432,69224,325731,300,1,0,Graduate,Self Employed,Semiurban,Married,1
46923,73225,281329,84,1,0,Graduate,Salaried,Urban,Single,1
132449,1379,107732,84,0,0,Graduate,Salaried,Urban,Single,0
62574,27624,101921,180,1,3+,Graduate,Salaried,Semiurban,Married,1
136757,57745,488715,84,1,0,Graduate,Salaried,Semiurban,Single,1
68664,51805,167734,36,1,0,Not Graduate,Salaried,Semiurban,Single,1
82384,12516,442248,120,1,1,Graduate,Salaried,Rural,Married,1
46027,79422,187912,240,0,1,Graduate,Self Employed,Rural,Single,1
49485,24843,81440,12,1,1,Not Graduate,Salaried,Rural,Single,1
50554,5912,85183,84,1,3+,Not Graduate,Salaried,Semiurban,Married,1
61922,21514,408316,240,1,2,Not Graduate,Salaried,Urban,Married,1
28409,57032,183461,84,1,0,Not Graduate,Salaried,Semiurban,Married,1
51639,28797,498292,300,1,0,Not Graduate,Salaried,Urban,Single,1
34692,6449,164515,12,0,3+,Graduate,Self Employed,Rural,Married,0
104037,1725,435327,300,1,0,Graduate,Self Employed,Rural,Single,1
33074,9304,378443,12,1,3+,Graduate,Salaried,Rural,Married,1
44963,73058,270533,84,0,3+,Not Graduate,Salaried,Urban,Married,0
67265,13663,165503,36,1,3+,Not Graduate,Salaried,Urban,Married,1
31061,70320,89023,240,1,2,Not Graduate,Self Employed,Semiurban,Single,1
128502,75008,231101,12,1,3+,Graduate,Self Employed,Semiurban,Married,1
37800,75591,352085,120,1,2,Graduate,Salaried,Semiurban,Married,1
131192,12676,497166,240,1,2,Graduate,Self Employed,Rural,Single,1
122228,25192,433821,120,0,0,Graduate,Salaried,Semiurban,Single,0
43054,24722,268031,240,1,1,Graduate,Salaried,Rural,Married,1
28233,7446,126054,36,1,2,Graduate,Self Employed,Urban,Married,1
80727,4725,377507,300,1,2,Not Graduate,Self Employed,Rural,Married,1
105610,57632,111742,180,1,1,Graduate,Self Employed,Rural,Single,1
85453,66945,95215,300,0,2,Graduate,Self Employed,Rural,Single,1
119135,73741,360001,60,1,1,Graduate,Self Employed,Urban,Married,1
123464,16365,367620,36,1,0,Graduate,Salaried,Urban,Married,1
28682,65792,209245,84,1,3+,Graduate,Self Employed,Semiurban,Married,1
73160,64857,452611,60,1,1,Not Graduate,Salaried,Semiurban,Married,1
38666,15704,371912,84,0,3+,Graduate,Self Employed,Semiurban,Single,0
73817,50575,291443,120,0,1,Graduate,Salaried,Urban,Single,1
106198,29902,153591,12,0,3+,Not Graduate,Self Employed,Urban,Single,1
56830,1195,299045,240,1,0,Not Graduate,Self Employed,Urban,Married,1
25234,53517,96229,84,0,2,Graduate,Salaried,Urban,Married,0
72616,34012,469855,120,0,0,Graduate,Self Employed,Urban,Single,1
24221,11415,423850,36,1,2,Graduate,Salaried,Rural,Married,1
16051,39534,112583,84,1,3+,Graduate,Self Employed,Semiurban,Single,1
125529,21686,305931,300,1,3+,Graduate,Salaried,Rural,Married,1
91918,77198,209996,120,0,2,Not Graduate,Salaried,Semiurban,Married,1
93116,28743,176011,12,1,1,Not Graduate,Self Employed,Rural,Married,1
137226,32161,342248,240,0,0,Graduate,Self Employed,Urban,Single,0
59757,61313,290660,84,1,1,Graduate,Self Employed,Semiurban,Married,1
136008,2402,349738,180,1,3+,Not Graduate,Self Employed,Rural,Married,1
146379,63190,315808,120,1,0,Not Graduate,Self Employed,Semiurban,Single,1
71889,52551,322672,84,0,0,Graduate,Salaried,Urban,Married,1
50944,13275,209262,12,1,1,Graduate,Self Employed,Urban,Married,1
114555,28182,247105,240,1,2,Graduate,Self Employed,Semiurban,Single,1
53134,14915,254249,84,1,2,Graduate,Salaried,Semiurban,Married,1
40954,909,178404,84,1,0,Graduate,Salaried,Urban,Single,1
104959,65908,251664,240,1,2,Graduate,Self Employed,Urban,Married,1
19992,22620,345043,180,1,3+,Not Graduate,Salaried,Urban,Married,1
16961,34112,383123,120,1,1,Not Graduate,Self Employed,Rural,Single,1
27497,74051,67241,60,1,1,Not Graduate,Salaried,Semiurban,Married,1
28255,2431,358355,300,1,1,Not Graduate,Salaried,Urban,Single,0
63847,62175,113472,240,1,0,Graduate,Salaried,Semiurban,Married,1
35389,32624,255320,84,0,0,Not Graduate,Self Employed,Rural,Single,0
138802,76121,81346,60,1,2,Not Graduate,Salaried,Rural,Married,1
76576,61264,131196,36,0,1,Graduate,Self Employed,Urban,Married,1
58919,31958,416595,84,1,3+,Not Graduate,Self Employed,Semiurban,Married,1
18358,1695,258196,60,1,3+,Graduate,Self Employed,Rural,Married,1
103535,49932,415052,36,1,1,Graduate,Salaried,Semiurban,Married,1
120982,44225,485436,180,1,0,Not Graduate,Self Employed,Semiurban,Single,1
20698,1403,199014,120,1,0,Not Graduate,Salaried,Urban,Married,1
81809,74391,361311,84,1,0,Not Graduate,Salaried,Rural,Single,1
